label,path,is_corrupted,phash,width,height,aspect_ratio,area_px,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness_mean,brightness_std,saturation_mean,saturation_std,sharpness_lapl_var,colorfulness
cardboard,trashnet\data\dataset-resized\cardboard\cardboard111.jpg,False,,512,384,1.3333333333333333,196608,166.84201049804688,152.64004516601562,135.23528035481772,49.2034119893539,43.63431249265817,38.558177796130636,166.89549763997397,49.10087275843692,46.73393758138021,15.401289841257588,243.49120828840466,20.425735271530222
cardboard,trashnet\data\dataset-resized\cardboard\cardboard112.jpg,False,,512,384,1.3333333333333333,196608,145.5427042643229,140.87042236328125,131.37958780924478,67.27373718017756,66.03730932696438,66.95934483161642,146.6860148111979,67.60986418473681,32.980692545572914,27.590634216351116,210.6964056160456,16.38672531100114
cardboard,trashnet\data\dataset-resized\cardboard\cardboard113.jpg,False,,512,384,1.3333333333333333,196608,176.1260782877604,149.6257069905599,119.69968668619792,54.93945682916765,50.235221911587416,46.60883757110134,176.14098612467447,54.91949170078635,87.66187032063802,25.764923262779707,156.6872385868337,26.53157086744283
cardboard,trashnet\data\dataset-resized\cardboard\cardboard114.jpg,False,,512,384,1.3333333333333333,196608,176.29963175455728,137.69178771972656,94.16342671712239,45.72910968343104,47.75413190452672,58.39324278108734,176.43622334798178,45.69691788693007,126.39825439453125,57.08816254014507,57.93211877087336,57.43410378617803
cardboard,trashnet\data\dataset-resized\cardboard\cardboard115.jpg,False,,512,384,1.3333333333333333,196608,157.24597676595053,130.06675720214844,100.18751525878906,37.85994632422406,35.43385211389359,33.9026099622818,157.26457722981772,37.81010366174957,95.70889282226562,20.684534053100737,60.1064180561807,23.765416389165885
cardboard,trashnet\data\dataset-resized\cardboard\cardboard116.jpg,False,,512,384,1.3333333333333333,196608,152.37138875325522,124.99346923828125,92.0525410970052,60.01837512343831,60.20989557150854,67.83011646127348,152.69940694173178,59.83501717088698,114.68471272786458,60.08904017276317,126.17321891376439,51.75384067351852
cardboard,trashnet\data\dataset-resized\cardboard\cardboard117.jpg,False,,512,384,1.3333333333333333,196608,159.46534729003906,142.62053426106772,123.54098002115886,62.18205399065178,62.887185690566554,66.96643713013364,160.12555948893228,61.3767986435861,65.2002461751302,61.7785878304726,186.8572536110619,42.85414297552084
cardboard,trashnet\data\dataset-resized\cardboard\cardboard118.jpg,False,,512,384,1.3333333333333333,196608,174.05585225423178,167.52276611328125,157.5877685546875,65.19216775194624,64.71490934137827,64.26004307907488,174.23003641764322,64.88279028159971,31.17859395345052,26.318435449460296,405.22525669859414,12.587823553621483
cardboard,trashnet\data\dataset-resized\cardboard\cardboard119.jpg,False,,512,384,1.3333333333333333,196608,153.5973358154297,142.81713358561197,135.81268819173178,55.27279764815255,54.36195498395498,50.891742815872774,160.36608378092447,50.98248349832082,56.96490478515625,48.211306107970586,423.81279833488065,32.35698858681751
cardboard,trashnet\data\dataset-resized\cardboard\cardboard12.jpg,False,,512,384,1.3333333333333333,196608,179.58656311035156,146.1432902018229,111.75727844238281,42.314704587852475,36.72993521657455,31.464884734848525,179.58785502115884,42.315185370317046,97.90213521321614,15.359502820809439,577.0816670987341,31.610311058794203
cardboard,trashnet\data\dataset-resized\cardboard\cardboard120.jpg,False,,512,384,1.3333333333333333,196608,181.17911275227866,167.42774963378906,149.86463928222656,61.30112245347995,63.50486403065438,60.39629547704692,181.28234354654947,61.23607990418886,52.23814900716146,37.21090752358471,362.43214191369606,24.53463470905063
cardboard,trashnet\data\dataset-resized\cardboard\cardboard121.jpg,False,,512,384,1.3333333333333333,196608,142.55433654785156,124.1094258626302,111.20767720540364,55.19137374272567,59.595627980324686,60.390844455894126,143.04877217610678,54.781908991125995,65.32337951660156,59.2289619213964,6.365676656132564,35.70201910115362
cardboard,trashnet\data\dataset-resized\cardboard\cardboard122.jpg,False,,512,384,1.3333333333333333,196608,122.58053080240886,105.57017008463542,110.74995930989583,67.78029155107586,69.56478394351404,58.28214801166659,132.96307373046875,59.218572119143296,84.23898315429688,61.29845408916838,307.72777302221704,34.740028717629706
cardboard,trashnet\data\dataset-resized\cardboard\cardboard123.jpg,False,,512,384,1.3333333333333333,196608,151.38758850097656,141.71707153320312,128.85431416829428,68.35331720158302,68.21818469118149,67.85933767792523,151.74974568684897,68.00478357383827,52.518636067708336,46.635981637703466,119.18428696875667,23.234726011763428
cardboard,trashnet\data\dataset-resized\cardboard\cardboard124.jpg,False,,512,384,1.3333333333333333,196608,130.57553100585938,125.42795817057292,119.93603006998698,88.30815323282089,87.30270585231003,82.59400132837168,132.27102661132812,87.38038199046316,39.07342020670573,30.391818037994412,170.73966359429892,15.396670542699827
cardboard,trashnet\data\dataset-resized\cardboard\cardboard125.jpg,False,,512,384,1.3333333333333333,196608,99.42974853515625,91.24725341796875,77.05373636881511,66.2759926410405,66.59761842690266,69.34830425494054,99.74133809407552,66.24667970981443,80.18931579589844,63.01618864478322,202.73801517321002,25.208788729538075
cardboard,trashnet\data\dataset-resized\cardboard\cardboard126.jpg,False,,512,384,1.3333333333333333,196608,180.4509073893229,152.89261881510416,119.66982014973958,52.55520208645259,44.10984425074239,35.993853859934326,180.5458984375,52.31406077582653,86.07047017415364,14.676952564586953,233.41294254848927,32.824374552577574
cardboard,trashnet\data\dataset-resized\cardboard\cardboard127.jpg,False,,512,384,1.3333333333333333,196608,176.8128407796224,162.10675557454428,155.8374989827474,54.1855184965957,48.144249349836365,40.79671549666165,182.45091756184897,42.47181960288977,51.750651041666664,32.85057577515328,62.799874592882894,20.11538901110192
cardboard,trashnet\data\dataset-resized\cardboard\cardboard128.jpg,False,,512,384,1.3333333333333333,196608,129.53172810872397,124.35499064127605,116.09030659993489,69.08902772829923,65.66390532740022,63.13382895816516,130.61652628580728,68.27130742228981,37.69257100423177,35.34978450504132,84.74766627634462,13.949090322262801
cardboard,trashnet\data\dataset-resized\cardboard\cardboard129.jpg,False,,512,384,1.3333333333333333,196608,125.15027872721355,107.33859252929688,95.94710286458333,54.85013595117828,57.91059429707695,57.65753292022171,125.88018798828125,54.300471427479906,71.64647420247395,59.31124137337473,24.888694680295885,33.762395648826455
cardboard,trashnet\data\dataset-resized\cardboard\cardboard13.jpg,False,,512,384,1.3333333333333333,196608,151.48094177246094,152.0833536783854,140.86333211263022,69.14438477701219,37.37543520466175,51.48633400212531,186.77879333496094,46.24424960847836,106.57076517740886,53.185064822930826,578.4065380170682,71.29490823436501
cardboard,trashnet\data\dataset-resized\cardboard\cardboard130.jpg,False,,512,384,1.3333333333333333,196608,169.64356486002603,150.1836191813151,134.14051310221353,37.08514228928675,54.304244392918065,67.15203287262553,172.3191935221354,40.36797642144034,70.30968729654948,52.6491721541713,261.95631899063784,40.43817985820663
cardboard,trashnet\data\dataset-resized\cardboard\cardboard131.jpg,False,,512,384,1.3333333333333333,196608,197.43330891927084,180.23174031575522,165.90647888183594,33.518007025709835,50.172895927147955,60.95227357588076,197.44395955403647,33.52630391394009,48.11827087402344,52.107571712582555,198.05702873226255,40.25544726854466
cardboard,trashnet\data\dataset-resized\cardboard\cardboard132.jpg,False,,512,384,1.3333333333333333,196608,202.05411783854166,190.7516123453776,173.49905395507812,25.25298170216832,39.05125625868265,47.152031513462234,202.05577596028647,25.2532659110156,40.24456787109375,43.33768931469648,101.83847013447024,34.28175307389922
cardboard,trashnet\data\dataset-resized\cardboard\cardboard133.jpg,False,,512,384,1.3333333333333333,196608,199.48351033528647,190.36739603678384,177.02120463053384,25.885654931805597,37.46844734327664,46.00032477874519,199.48641459147134,25.887103528127632,33.33783467610677,38.444918888524484,25.91813615272339,25.648501707530983
cardboard,trashnet\data\dataset-resized\cardboard\cardboard134.jpg,False,,512,384,1.3333333333333333,196608,202.2681681315104,189.5004628499349,175.79883829752603,27.713167609146936,43.39026079246338,50.82868908227886,202.26841735839844,27.713275590870733,38.40928649902344,46.053513187242984,53.254989619651404,34.788517973240225
cardboard,trashnet\data\dataset-resized\cardboard\cardboard135.jpg,False,,512,384,1.3333333333333333,196608,190.32491556803384,183.8558146158854,170.6906941731771,38.60712758068811,40.00722989119024,41.583597359127886,190.3253428141276,38.60714295379707,29.932047526041668,22.210433716155126,108.96907369231081,11.504512505498543
cardboard,trashnet\data\dataset-resized\cardboard\cardboard136.jpg,False,,512,384,1.3333333333333333,196608,192.73438517252603,187.3072713216146,180.07027689615884,20.07914904247533,27.61225195364281,32.912555626564995,192.74880981445312,20.08764957311321,19.09124247233073,26.09516745866336,11.94510824812783,16.445242137326794
cardboard,trashnet\data\dataset-resized\cardboard\cardboard137.jpg,False,,512,384,1.3333333333333333,196608,199.6593983968099,194.17998758951822,185.1048838297526,25.728184083727093,32.434997483947825,36.634475554404425,199.65953572591147,25.72820319945293,21.928090413411457,26.842766157046437,34.79936703046163,14.99998087988281
cardboard,trashnet\data\dataset-resized\cardboard\cardboard138.jpg,False,,512,384,1.3333333333333333,196608,173.52203877766928,138.50129191080728,104.04944356282552,51.36425889276977,41.87947820279818,39.42904653795681,173.5340118408203,51.3444653564111,103.05052185058594,30.07469568911611,97.68559601561476,47.902203670292394
cardboard,trashnet\data\dataset-resized\cardboard\cardboard139.jpg,False,,512,384,1.3333333333333333,196608,176.77015177408853,150.32315063476562,120.57591756184895,45.02927995489811,40.021119261159456,35.62403919049336,176.98006184895834,44.910047007286636,83.25804646809895,15.004384780958775,387.795124574849,27.299100631512978
cardboard,trashnet\data\dataset-resized\cardboard\cardboard14.jpg,False,,512,384,1.3333333333333333,196608,151.56586710611978,124.78321838378906,97.30069986979167,51.393881442326645,54.20253811864056,60.59340788418032,151.69868977864584,51.56987490575325,106.68112691243489,54.06462900966213,68.74411147768195,38.026796390143126
cardboard,trashnet\data\dataset-resized\cardboard\cardboard140.jpg,False,,512,384,1.3333333333333333,196608,178.8065388997396,170.75760396321616,159.36917114257812,55.54868925746682,57.707658187956135,60.053951710006565,178.83776346842447,55.488510369507104,33.292460123697914,26.96043186197357,225.93518472584483,16.439160826094003
cardboard,trashnet\data\dataset-resized\cardboard\cardboard141.jpg,False,,512,384,1.3333333333333333,196608,182.64496358235678,145.7255096435547,112.88248697916667,51.520051102985065,45.79617372984936,41.43237929607645,182.6743927001953,51.4389447798745,100.856689453125,24.667057901874312,499.5699432789243,33.30603616830498
cardboard,trashnet\data\dataset-resized\cardboard\cardboard142.jpg,False,,512,384,1.3333333333333333,196608,185.87544759114584,181.44325256347656,179.95947265625,33.95967462946291,47.16207077238706,63.68457803521462,194.97821044921875,38.97992930964611,40.0448964436849,47.59210722953914,47.19611611206912,26.864831316371745
cardboard,trashnet\data\dataset-resized\cardboard\cardboard143.jpg,False,,512,384,1.3333333333333333,196608,180.5657704671224,181.96117655436197,186.06827799479166,31.703179027916505,35.099886724004136,42.863748922141085,190.92205301920572,34.340066178951375,23.279210408528645,27.154177464304425,465.5493214024593,14.333759551045489
cardboard,trashnet\data\dataset-resized\cardboard\cardboard144.jpg,False,,512,384,1.3333333333333333,196608,176.70822143554688,175.91409301757812,176.0507558186849,45.56300691164405,51.227873454517045,60.98518577366555,183.98493448893228,49.48873718652392,28.319661458333332,34.68913415795902,212.8399607340236,15.188889177941876
cardboard,trashnet\data\dataset-resized\cardboard\cardboard145.jpg,False,,512,384,1.3333333333333333,196608,190.86725362141928,185.18038431803384,178.97017415364584,39.48551324069464,48.89912357338862,63.55102407864315,197.49248250325522,42.88297255520174,40.64897664388021,49.81918459731501,71.02037046453916,30.71598984032488
cardboard,trashnet\data\dataset-resized\cardboard\cardboard146.jpg,False,,512,384,1.3333333333333333,196608,153.51803080240884,142.85765075683594,125.73325602213542,48.38076167427643,58.29494867494318,72.43073827681691,156.97294108072916,52.02666631063557,73.17808024088542,57.3335362092771,108.4993264074955,29.22747152585479
cardboard,trashnet\data\dataset-resized\cardboard\cardboard147.jpg,False,,512,384,1.3333333333333333,196608,152.26783243815103,136.61451721191406,116.59739176432292,51.33332803963005,58.97160430377522,68.75581818503879,154.54109700520834,53.81627558483838,82.41912841796875,53.50563719058659,73.77361364722147,30.50821787157858
cardboard,trashnet\data\dataset-resized\cardboard\cardboard148.jpg,False,,512,384,1.3333333333333333,196608,158.00570678710938,146.74470011393228,133.2411651611328,49.38277766637386,55.70595698106133,66.351382746711,160.12582397460938,51.04892968393746,57.58740743001302,54.09717321541728,551.9757871519154,30.237202613745346
cardboard,trashnet\data\dataset-resized\cardboard\cardboard149.jpg,False,,512,384,1.3333333333333333,196608,124.89110310872395,111.83690897623698,97.81590270996094,73.4727710109331,79.68563274869868,85.30514528494699,127.15835571289062,76.22117220731815,94.28652445475261,59.81850874719677,150.60821743640636,29.942592127925842
cardboard,trashnet\data\dataset-resized\cardboard\cardboard15.jpg,False,,512,384,1.3333333333333333,196608,97.06900024414062,99.08567810058594,109.02825419108073,49.37957355896005,46.574686852907,39.90776031976831,110.96089172363281,44.86783209216953,39.593963623046875,11.462314970802698,33.0595752205441,8.012241459984867
cardboard,trashnet\data\dataset-resized\cardboard\cardboard150.jpg,False,,512,384,1.3333333333333333,196608,182.52242533365884,183.2903086344401,185.99305216471353,31.489009908038177,35.259334188993606,41.36737749487037,189.97735595703125,33.45123303254618,18.62554931640625,26.577314050422306,190.34451292455196,11.436602596815451
cardboard,trashnet\data\dataset-resized\cardboard\cardboard151.jpg,False,,512,384,1.3333333333333333,196608,187.34334818522134,188.31429545084634,192.0273183186849,29.680018012833674,33.255547903707196,39.68776658485958,196.00311279296875,31.066060228797856,19.370040893554688,25.25068078610757,168.94577025528997,13.599063891382938
cardboard,trashnet\data\dataset-resized\cardboard\cardboard152.jpg,False,,512,384,1.3333333333333333,196608,188.07494099934897,186.27059427897134,185.80125935872397,32.06410756141358,40.615803315608474,51.35513168531428,194.25611877441406,33.94975353775973,25.19744873046875,39.899340626218866,43.177617389682894,20.48370752981632
cardboard,trashnet\data\dataset-resized\cardboard\cardboard153.jpg,False,,512,384,1.3333333333333333,196608,174.88133748372397,173.4118855794271,173.67164611816406,41.59862626592121,46.50847543055222,54.44207725547739,181.10381062825522,43.50022702359279,26.230478922526043,36.188352730716495,462.263966857973,15.445681892761634
cardboard,trashnet\data\dataset-resized\cardboard\cardboard154.jpg,False,,512,384,1.3333333333333333,196608,188.1825205485026,181.65127563476562,174.15526326497397,36.403033016993106,48.25232648811516,63.75215575852252,192.6063995361328,38.65993556671007,39.06591288248698,50.98339966695357,142.73079424434243,30.135866251163606
cardboard,trashnet\data\dataset-resized\cardboard\cardboard155.jpg,False,,512,384,1.3333333333333333,196608,178.9373575846354,148.98278299967447,114.41007486979167,43.89158952860697,41.2500132378731,40.360829932410155,178.99432373046875,43.93554461265016,95.97771708170573,24.380468697692088,211.78986025205813,33.06107197777504
cardboard,trashnet\data\dataset-resized\cardboard\cardboard156.jpg,False,,512,384,1.3333333333333333,196608,158.3795369466146,134.56240844726562,112.35173034667969,49.65835953879024,64.61280505022589,80.82492881026326,158.83128356933594,50.283652732808896,96.27050272623698,72.67384002650437,30.378117911414147,45.18958905654545
cardboard,trashnet\data\dataset-resized\cardboard\cardboard157.jpg,False,,512,384,1.3333333333333333,196608,170.4301554361979,144.87679545084634,121.53429158528645,50.85884240784818,42.834646357708074,37.69498480576826,170.43804931640625,50.837863846501584,73.89746602376302,16.876038020491322,239.66326303032432,27.960404566471077
cardboard,trashnet\data\dataset-resized\cardboard\cardboard158.jpg,False,,512,384,1.3333333333333333,196608,127.6072285970052,105.66066487630208,82.55694071451823,70.73810956111697,66.6725178344771,68.63544509410643,135.84256490071616,63.03231160178339,139.14004516601562,62.52759498220788,266.32091267862245,45.95857584342001
cardboard,trashnet\data\dataset-resized\cardboard\cardboard159.jpg,False,,512,384,1.3333333333333333,196608,155.15151977539062,120.07117716471355,76.29048156738281,61.931291562526916,53.95111621468013,46.20498899064204,155.16412862141928,61.92880758689366,142.71556599934897,45.8912691588592,34.56533701552286,47.192123673780074
cardboard,trashnet\data\dataset-resized\cardboard\cardboard16.jpg,False,,512,384,1.3333333333333333,196608,151.71930440266928,130.72628275553384,103.11290995279948,53.324608641603206,61.39967234216502,71.53524994447791,151.83907063802084,53.493513347227776,102.79556274414062,63.454090607558506,54.28365499192538,36.35686706443986
cardboard,trashnet\data\dataset-resized\cardboard\cardboard160.jpg,False,,512,384,1.3333333333333333,196608,144.79863484700522,121.90393575032552,92.50293477376302,51.88760876987643,57.85062143313564,66.42323558452993,144.83351135253906,51.90271331060253,108.868408203125,53.31917902951571,86.16842916170653,35.54976693771182
cardboard,trashnet\data\dataset-resized\cardboard\cardboard161.jpg,False,,512,384,1.3333333333333333,196608,151.71074422200522,157.85567728678384,172.65906270345053,69.43059633063308,63.02481639241701,55.21787031448642,177.2640380859375,53.28920744771967,52.83958435058594,58.21387116132483,799.7906075734387,38.874307712734904
cardboard,trashnet\data\dataset-resized\cardboard\cardboard162.jpg,False,,512,384,1.3333333333333333,196608,180.3429718017578,184.2215779622396,195.77802530924478,60.70419967294452,57.245011210411064,49.696690434510494,197.84874471028647,48.02503526175355,33.585306803385414,44.41328108476271,961.1464014077145,24.218394816754376
cardboard,trashnet\data\dataset-resized\cardboard\cardboard163.jpg,False,,512,384,1.3333333333333333,196608,184.3469696044922,189.4217987060547,200.28280131022134,63.62247851356562,58.20275340935918,52.80577616858709,203.97142028808594,49.006322980099405,37.25846862792969,47.285053922582556,353.05142067828115,29.74886973554021
cardboard,trashnet\data\dataset-resized\cardboard\cardboard164.jpg,False,,512,384,1.3333333333333333,196608,192.76286824544272,182.26034037272134,175.24730936686197,39.804117750981206,54.222335276644976,73.00023870826799,200.65491739908853,45.177225313663484,51.38025919596354,45.85180338489437,45.79625293571087,32.76094575993249
cardboard,trashnet\data\dataset-resized\cardboard\cardboard165.jpg,False,,512,384,1.3333333333333333,196608,161.91700744628906,128.15861002604166,95.36545308430989,35.781053607376236,43.195152471386244,55.1568214949902,163.71288553873697,37.5539382376803,116.1013692220052,47.76149973238308,113.60175221597054,45.58426911358973
cardboard,trashnet\data\dataset-resized\cardboard\cardboard166.jpg,False,,512,384,1.3333333333333333,196608,167.78368123372397,177.44842020670572,169.9076690673828,55.73981294775866,44.60892946917245,59.455917779815856,188.5962168375651,41.14127738815865,46.34324645996094,55.14525916542678,947.9351755719787,43.089061697596705
cardboard,trashnet\data\dataset-resized\cardboard\cardboard167.jpg,False,,512,384,1.3333333333333333,196608,166.79225158691406,182.69407653808594,175.83055114746094,66.45204852672313,55.70580966593699,69.14740012898363,190.6519978841146,53.81720177929042,44.58659871419271,51.80472007516009,462.6815770696591,36.454413052097294
cardboard,trashnet\data\dataset-resized\cardboard\cardboard168.jpg,False,,512,384,1.3333333333333333,196608,168.22843424479166,164.66307067871094,150.67444864908853,82.89870398309256,89.04095933173375,97.75761891884696,175.61429341634116,80.34001071913214,60.688568115234375,58.33003410204055,169.74657679946782,37.20357401309241
cardboard,trashnet\data\dataset-resized\cardboard\cardboard169.jpg,False,,512,384,1.3333333333333333,196608,184.20337422688803,193.0818888346354,198.35099283854166,38.059654598458756,32.19040329285911,45.660973410883145,203.54394022623697,34.518188723992516,29.950439453125,29.84995036433889,223.87590020644063,22.187413613668323
cardboard,trashnet\data\dataset-resized\cardboard\cardboard17.jpg,False,,512,384,1.3333333333333333,196608,188.76065063476562,153.25516255696616,115.01450093587239,29.592808200098556,29.50332745767938,30.834860026006993,188.76360066731772,29.597467873653308,101.64604187011719,21.723124266740278,213.86944621426264,32.70053620306563
cardboard,trashnet\data\dataset-resized\cardboard\cardboard170.jpg,False,,512,384,1.3333333333333333,196608,200.85060119628906,201.1200408935547,204.35795084635416,28.929620928490138,41.28094911482679,54.87195626109443,214.44247436523438,34.61316695456965,32.688232421875,30.960412283700443,22.028935612463915,20.76499384796767
cardboard,trashnet\data\dataset-resized\cardboard\cardboard171.jpg,False,,512,384,1.3333333333333333,196608,198.77857971191406,207.7986806233724,218.29238891601562,29.71141665378106,31.94013659222131,34.97145804017206,218.89793395996094,32.66119371414708,25.035044352213543,11.61179809078639,55.577992702420374,9.947144743386332
cardboard,trashnet\data\dataset-resized\cardboard\cardboard172.jpg,False,,512,384,1.3333333333333333,196608,187.10042317708334,187.4303232828776,189.74118041992188,39.88985800056573,49.46158655778539,61.688386094112744,199.20598856608072,44.33361896637395,34.155364990234375,36.30720081077513,54.09391757222409,19.22358993932341
cardboard,trashnet\data\dataset-resized\cardboard\cardboard173.jpg,False,,512,384,1.3333333333333333,196608,191.61450703938803,193.79899088541666,199.39412434895834,33.86103111268519,41.74804878592783,50.757943975396984,204.6761474609375,38.03348736573613,27.261754353841145,28.223829752823825,41.41287699649629,15.147481121926287
cardboard,trashnet\data\dataset-resized\cardboard\cardboard174.jpg,False,,512,384,1.3333333333333333,196608,169.2031504313151,140.13248189290366,110.58417256673177,43.48811435007098,53.05626030381931,64.4043267381388,169.76911417643228,43.564140368126395,99.92050679524739,57.06265592358439,136.1556532118056,47.24542869728825
cardboard,trashnet\data\dataset-resized\cardboard\cardboard175.jpg,False,,512,384,1.3333333333333333,196608,140.86542256673178,129.38556925455728,107.43219502766927,54.9354582453835,57.37676877498089,69.14510726157631,152.2186279296875,50.591343244840736,96.49840291341145,57.176710790391205,453.7968016984717,46.636320102066136
cardboard,trashnet\data\dataset-resized\cardboard\cardboard176.jpg,False,,512,384,1.3333333333333333,196608,149.9712168375651,150.01808166503906,129.93589782714844,65.2912126906111,59.25121677269253,73.40624137765782,163.53048197428384,54.99626051340781,74.1439208984375,62.39883730262652,687.3886207739512,44.433995641988766
cardboard,trashnet\data\dataset-resized\cardboard\cardboard177.jpg,False,,512,384,1.3333333333333333,196608,161.18767293294272,155.08459981282553,135.3466339111328,57.27910464985231,58.249303455092985,72.73071472341016,171.2017364501953,50.64705393105528,71.76299540201823,61.9316112459601,367.82428378981746,45.00267222695588
cardboard,trashnet\data\dataset-resized\cardboard\cardboard178.jpg,False,,512,384,1.3333333333333333,196608,171.58251953125,161.5457560221354,140.8738047281901,50.15423605055432,57.918993905587904,72.73095929259792,177.56586710611978,47.36852795364962,67.29122416178386,58.90772787963982,186.59396690751115,41.735836649717086
cardboard,trashnet\data\dataset-resized\cardboard\cardboard179.jpg,False,,512,384,1.3333333333333333,196608,166.87396748860678,170.25899251302084,150.1948445638021,59.79627703388431,59.560515335977286,75.24472199390273,181.73403930664062,50.37708590094485,63.72876485188802,62.02234931204121,403.3389234021047,46.03818789750327
cardboard,trashnet\data\dataset-resized\cardboard\cardboard18.jpg,False,,512,384,1.3333333333333333,196608,172.87773640950522,150.15796915690103,122.55944315592448,46.75666416304158,42.75758040556901,38.48776627331248,172.89874776204428,46.69733231780879,76.66312154134114,16.253662405458503,220.40889908432862,23.407330690966177
cardboard,trashnet\data\dataset-resized\cardboard\cardboard180.jpg,False,,512,384,1.3333333333333333,196608,152.99300638834634,140.2826690673828,127.84468078613281,61.77569265431552,70.62743839941658,79.721439234515,154.96072896321616,63.78034750617663,70.59743754069011,62.7680030069645,176.0178884664913,30.316264835057922
cardboard,trashnet\data\dataset-resized\cardboard\cardboard181.jpg,False,,512,384,1.3333333333333333,196608,182.02306620279947,162.61547342936197,140.52872721354166,41.67970753735965,56.6725470572779,72.94963453517921,184.35763549804688,44.5252206728768,75.01364644368489,53.29071076132713,169.12132260366343,40.393887324193216
